road,suburb,county,state_district,state,ISO3166-2-lvl4,postcode,country,country_code,city,neighbourhood,village,city_district,amenity,house_number,tourism,shop,man_made,town,healthcare,municipality,district,industrial,highway,building,residential,office,historic,railway,place
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Perungalathur Maempalam,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Mahalakshmi Nagar Main Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Ward 159,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,,CMWSSB Division 159,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603203,India,in,,,Kattangulathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Guindy Bridge,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Labour Colony,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 170,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,SP Kovil Yard,23,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,1,Fortune Select Grand,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Paranur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Nandanam,,Chennai District,Tamil Nadu,IN-TN,600035,India,in,Chennai,Lotus Colony,,,,660,,Southern Helmet Center,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Rajākulipettai,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Thimmapuram,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 117,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Garden City,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Garden City,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 117,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Garden City,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Garden City,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ellaiamman Colony,,,,,,,Anna Flyover,,,,,,,,,,,,
Grand Southern Trunk Road,Garden City,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 111,,,,,,,,,,,,,,,,,,,
Greams Lane,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603111,India,in,,,Palaveli,,SCAD World School (CBSE),45,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Palaveli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Vadapattu,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Irunkunrapalli,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Vadapattu,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,Gandhi Nagar,,,,,,,Maduranthakam,,,,,,,,,,,
Madurantakam - Vennangupet Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Doctor Nair Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600008,India,in,Chennai,Ward 61,,,,,,,,,எழும்பூர் அரசு மருத்துவமனை,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Adithanar Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 61,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Thirumukkudal - Nelvoy - Thirukazhukundram Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
C.P. Mudali Street,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Pudupet,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Wallajah Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Government Estate,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Triplicane High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Zam Bazaar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Triplicane High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Zam Bazaar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Triplicane High Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Zam Bazaar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603308,India,in,,,Māmandūr,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Vadapattu,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Irunkunrapalli,,,,,,,,,,,,,,,,,,
Sathyam Flyover,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 115,,,,,,,,,,,,,,,,,,,
Peters Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 111,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ellaiamman Colony,,,,,,,Anna Flyover,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ellaiamman Colony,,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 117,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 117,,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 117,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Seethammal Colony Ext,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600035,India,in,Chennai,Todhunter Nagar,,,,535,,Audi Chennai,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
